20	20	10	10	10							
10	10	10	10								
3	2	5									
100	100	100									
											
1	100	100	60	60	30	100	0	0	0	0	0
2	10	110	5	65	0	100	0	0	5	5	60
3	10	120	5	70	0	100	0	0	5	10	120
4	10	130	5	75	0	100	0	0	5	15	200
5	10	140	5	80	0	100	0	0	5	20	300
6	10	150	5	85	0	100	0	0	5	25	420
7	10	160	5	90	0	100	0	0	5	30	550
8	10	170	5	95	0	100	0	0	5	35	690
9	10	180	5	100	0	100	0	0	5	40	840
10	10	190	5	105	0	100	0	0	5	45	1000
11	10	200	5	110	0	100	0	0	5	50	1500
12	10	210	5	115	0	100	0	0	5	55	2500
13	10	220	5	120	0	100	0	0	5	60	4000
14	10	230	5	125	0	100	0	0	5	65	6000
15	10	240	5	130	0	100	0	0	5	70	9500
16	10	250	5	135	0	100	0	0	5	75	13700
17	10	260	5	140	0	100	0	0	5	80	18600
18	10	270	5	145	0	100	0	0	5	85	24200
19	10	280	5	150	0	100	0	0	5	90	30500
20	10	290	5	155	0	100	1	1	5	95	36900
21	10	300	5	160	0	100	0	1	5	100	44100
22	10	310	5	165	0	100	0	1	5	105	52100
23	10	320	5	170	0	100	0	1	5	110	60900
24	10	330	5	175	0	100	0	1	5	115	70500
25	10	340	5	180	0	100	0	1	5	120	80400
26	10	350	5	185	0	100	0	1	5	125	91200
27	10	360	5	190	0	100	0	1	5	130	102900
28	10	370	5	195	0	100	0	1	5	135	115500
29	10	380	5	200	0	100	0	1	5	140	129000
30	10	390	5	205	0	100	0	1	5	145	143000
31	10	400	5	210	0	100	0	1	5	150	161000
32	10	410	5	215	0	100	0	1	5	155	180200
33	10	420	5	220	0	100	0	1	5	160	200600
34	10	430	5	225	0	100	0	1	5	165	222200
35	10	440	5	230	0	100	0	1	5	170	245000
36	10	450	5	235	0	100	0	1	5	175	269000
37	10	460	5	240	0	100	0	1	5	180	294200
38	10	470	5	245	0	100	0	1	5	185	320600
39	10	480	5	250	0	100	0	1	5	190	348200
40	10	490	5	255	0	100	0	1	5	195	377000
41	10	500	5	260	0	100	1	2	5	200	412000
42	10	510	5	265	0	100	0	2	5	205	448400
43	10	520	5	270	0	100	0	2	5	210	486200
44	10	530	5	275	0	100	0	2	5	215	525400
45	10	540	5	280	0	100	0	2	5	220	566000
46	10	550	5	285	0	100	0	2	5	225	608000
47	10	560	5	290	0	100	0	2	5	230	651400
48	10	570	5	295	0	100	0	2	5	235	696200
49	10	580	5	300	0	100	0	2	5	240	742400
50	10	590	5	305	0	100	0	2	5	245	790000
51	10	600	5	310	0	100	0	2	5	250	846000
52	10	610	5	315	0	100	0	2	5	255	903600
53	10	620	5	320	0	100	0	2	5	260	962800
54	10	630	5	325	0	100	0	2	5	265	1023600
55	10	640	5	330	0	100	0	2	5	270	1086000
56	10	650	5	335	0	100	0	2	5	275	1150000
57	10	660	5	340	0	100	0	2	5	280	1215600
