2014-6-20 10:11:12	10022	999888	10
2014-6-20 10:11:12	10021	999888	6
2014-6-20 10:14:33	10022	999888	8
2014-6-20 10:14:33	10022	999888	6
2014-6-20 10:14:33	10021	999888	9
2014-6-20 10:14:33	10021	999888	7
2014-6-20 10:14:33	10021	999888	7
2014-6-20 10:14:48	10021	999888	7
2014-6-20 10:14:48	10021	999888	10
2014-6-20 10:14:48	10021	999888	9
2014-6-20 10:14:48	10022	999888	9
2014-6-20 10:14:48	10022	999888	7
2014-6-20 10:14:48	10022	999888	7
2014-6-20 10:14:56	10021	999888	10
2014-6-20 10:15:11	10024	999888	6
2014-6-20 10:15:27	10021	999888	11
2014-6-20 10:15:27	10022	999888	6
2014-6-20 10:15:27	10022	999888	9
2014-6-20 10:15:28	10022	999888	7
2014-6-20 10:15:28	10022	999888	10
2014-6-20 10:15:32	10021	999888	6
2014-6-20 10:15:42	10022	999888	11
2014-6-20 10:16:1	10022	999888	7
2014-6-20 10:16:1	10023	999888	11
