1	1
30	129
31	1
32	1
33	1
34	1
35	1
36	1
37	1
38	1
39	1
40	1
45	1
46	1
47	1
48	1
49	1
51	1
52	1
53	1
54	1
55	1
56	1
57	1
58	1
59	1
60	1
61	1
62	1
63	1
64	1
65	1
66	1
67	1
68	1
69	1
70	1
71	1
72	1
73	1
74	1
75	1
76	1
77	1
78	1
79	1
80	1
81	1
82	1
83	1
84	1
85	1
86	1
87	1
88	1
89	1
90	1
91	1
92	1
93	1
94	1
95	1
96	1
97	1
98	1
99	1
101	1
102	1
103	1
104	1
105	1
106	129
107	129
108	129
109	129
110	129
111	1
112	1
113	1
114	1
115	1
116	1
117	1
118	1
119	1
120	1
121	1
122	1
123	1
124	1
125	1
201	1
202	1
203	1
204	1
205	1
206	129
207	129
208	129
209	129
210	129
211	1
212	1
213	1
214	1
215	1
216	1
217	1
218	1
219	1
220	1
221	1
222	1
223	1
224	1
225	1
301	1
302	1
303	1
304	1
305	1
306	129
307	129
308	129
309	129
310	129
311	1
312	1
313	1
314	1
315	1
316	1
317	1
318	1
319	1
320	1
321	1
322	1
323	1
324	1
325	1
401	1
402	1
403	1
404	1
405	1
406	129
407	129
408	129
409	129
410	129
411	1
412	1
413	1
414	1
415	1
416	1
417	1
418	1
419	1
420	1
421	1
422	1
423	1
424	1
425	1
501	1
502	1
503	1
504	1
505	1
506	129
507	129
508	129
509	129
510	129
511	1
512	1
513	1
514	1
515	1
516	1
517	1
518	1
519	1
520	1
521	1
522	1
523	1
524	1
525	1
601	1
602	1
603	1
604	1
605	1
606	1
607	1
608	1
609	1
610	1
611	1
612	1
613	1
614	1
615	1
616	1
617	1
618	1
619	1
620	1
621	1
622	1
623	1
624	1
701	1
702	1
703	1
704	1
705	1
706	1
707	1
708	1
709	1
710	1
711	1
712	1
713	1
714	1
715	1
716	1
717	1
718	1
719	1
720	1
721	1
722	1
723	1
724	1
725	1
726	1
727	1
728	1
729	1
730	1
731	1
732	1
733	1
734	1
735	1
736	1
737	1
738	1
739	1
740	1
741	1
742	1
743	1
744	1
745	1
746	1
747	1
748	1
749	1
750	1
751	1
752	1
753	1
754	1
755	1
756	1
757	1
758	1
759	1
760	1
761	1
762	1
763	1
764	1
765	1
766	1
767	1
768	1
769	1
770	1
801	1
802	1
803	1
804	1
805	1
806	1
807	1
808	1
809	1
818	1
819	1
820	1
821	1
822	1
823	1
824	1
825	1
826	1
827	1
900	1
901	129
902	129
903	129
904	1
905	129
906	1
907	1
908	1
909	1
910	1
911	1
912	1
913	1
914	1
915	1
916	1
917	129
918	129
919	129
920	129
921	1
922	1
923	129
924	129
925	129
926	129
927	129
928	129
929	129
930	129
931	129
932	129
933	1
934	129
935	1
936	129
937	129
938	129
939	129
940	129
941	1
942	1
943	1
944	1
945	1
946	1
947	1
948	1
949	1
950	1
951	1
952	1
953	1
954	1
955	1
956	1
957	1
958	1
959	1
960	1
961	1
962	1
963	1
964	1
1001	1
1010	1
1011	1
1020	1
1021	1
1030	1
1031	1
1041	1
1051	1
1061	1
1071	1
1081	129
1091	129
1101	1
1111	1
1121	1
1131	1
1141	1
1151	1
1161	1
1171	1
1181	129
1191	129
1201	1
1211	1
1221	1
1231	1
1241	1
1251	1
1261	1
1271	1
1281	129
1291	129
1301	1
1311	1
1321	1
1331	1
1341	1
1351	1
1361	1
1371	1
1381	129
1391	129
1401	1
1411	1
1421	1
1431	1
1441	1
1451	1
1461	1
1471	1
1481	129
1491	129
1501	1
1511	1
1521	1
1531	1
1541	1
1551	1
1561	1
1571	1
1581	129
1591	129
1601	1
1611	1
1621	1
1631	1
1641	1
1651	1
1661	1
1671	1
1681	1
1691	1
1726	1
1727	1
1728	1
1729	1
1730	1
1731	1
1732	1
1733	1
1734	1
1735	1
1736	1
1737	1
1738	1
