2014-4-3 17:19:21	10021	999888	8
2014-4-3 17:19:22	10021	999888	6
2014-4-3 17:19:42	10021	999888	11
2014-4-3 17:19:49	10021	999888	8
2014-4-3 17:25:50	10021	999888	10
2014-4-3 17:25:50	10021	999888	6
2014-4-3 17:25:51	10021	999888	11
2014-4-3 17:26:6	10021	999888	8
2014-4-3 17:26:6	10021	999888	11
2014-4-3 17:26:28	10022	999888	9
2014-4-3 17:27:6	10021	999888	8
2014-4-3 17:27:10	10021	999888	9
2014-4-3 17:39:8	10031	999888	6
2014-4-3 17:39:22	10031	999888	6
2014-4-3 17:47:11	10031	999888	11
2014-4-3 17:47:13	10031	999888	7
2014-4-3 17:47:15	10031	999888	9
2014-4-3 17:47:25	10031	999888	10
2014-4-3 17:47:57	10032	999888	7
2014-4-3 18:32:36	10031	999888	9
2014-4-3 18:32:54	10031	999888	11
2014-4-3 18:33:5	10031	999888	9
2014-4-3 18:44:35	10031	999888	10
2014-4-3 19:53:34	10031	999888	8
2014-4-3 19:53:35	10031	999888	9
2014-4-3 19:53:55	10031	999888	7
2014-4-3 19:54:10	10031	999888	7
2014-4-3 19:54:17	10031	999888	7
2014-4-3 19:54:18	10031	999888	10
2014-4-3 19:54:30	10032	999888	7
2014-4-3 19:54:33	10032	999888	8
2014-4-3 19:54:50	10032	999888	6
2014-4-3 19:55:18	10031	999888	8
2014-4-3 19:55:21	10031	999888	9
2014-4-3 19:55:35	10033	999888	10
2014-4-3 19:59:25	10044	999888	9
2014-4-3 19:59:35	10044	999888	7
2014-4-3 19:59:47	10045	999888	7
2014-4-3 19:59:47	10045	999888	6
2014-4-3 19:59:56	10045	999888	6
2014-4-3 20:0:14	10044	999888	10
2014-4-3 20:0:20	10044	999888	8
