//ID	É¾³ýÀàÐÍ	±£´æÀàÐÍ	½Å±¾ID	¼¤»î¼ä¸ô	¼¤»î´ÎÊý	·Ö×é	È¨ÖØ	´ò¶Ï¼¸ÂÊ	"ÐÞ¸ÄµÄÊôÐÔ4,5,7,9¹¥·ÀÉÁÃü"	ÐÞ¸ÄÄ£Ê½£¨0Öµ/1°Ù·Ö±È£©	BuffÀàÐÍ£¨ÔöÒæ/ËðÒæ/ÇøÓòBuff£©	ÄÜ·ñ±»Ìæ»»	¸½¼ÓÐÞ¸ÄÖµ	ÒÆ³ýÐÞ¸ÄÖµ	ÖÐ¶ÏÐÞ¸ÄÖµ	¼ä¸ôÐÞ¸ÄÖµ	ÇøÓòBuffÊ¹ÓÃ£ºÀàÐÍ(0 ×ÔÉíÎªÔ­µã 1 Ä¿±êµãÎªÔ­µØ)	ÇøÓòBuffÊ¹ÓÃ£ºÇøÓòÐÎ×´ 0 Ô²ÐÎ 1¾ØÐÎ	ÇøÓòBuffÊ¹ÓÃ£ºÇøÓò³¤¶È£¨Èç¹ûÎªÔ²ÐÎ¾ÍÅäÖÃÎªÇøÓò°ë¾¶£©	ÇøÓòBuffÊ¹ÓÃ£ºÇøÓò¿í¶È£¨Èç¹ûÎªÔ²ÐÎ½«²»Ê¹ÓÃÕâ¸ö²ÎÊý£©	BUFFÍ¼±ê	ÃèÊö
//ÎåÔÀ¼¼ÄÜBuff	10000~19999																					
//ÊñÉ½¼¼ÄÜBuff	20000~29999																					
//ÉÙÁÖ¼¼ÄÜBuff	30000~39999																					
//´Èº½¼¼ÄÜBuff	40000~49999																					
//ÈÕÔÂ¼¼ÄÜBuff	50000~59999																					
//¹«ÓÃ¼¼ÄÜBUFF	60000~69999																					
60000	4	1	0	0	1	1	1	0	3001	0	0	0	-50	0	0	0	0	0	0	0	1	Ìá¸ß¹¥ËÙ
20001	4	1	0	0	1	1	1	0	4	0	0	0	200	0	0	0	0	0	0	0	1	
20002	4	1	0	0	1	1	1	0	4	0	0	0	100	0	0	0	0	0	0	0	1	
20003	4	1	0	0	1	1	1	0	4	0	0	0	100	0	0	0	0	0	0	0	1	
20004	4	1	0	0	1	1	1	0	4	0	0	0	100	0	0	0	0	0	0	0	1	
20005	4	1	0	0	1	1	1	0	4	0	0	0	100	0	0	0	0	0	0	0	1	
20006	4	1	0	0	1	1	1	0	4	0	0	0	100	0	0	0	0	0	0	0	1	
20007	4	1	0	0	1	1	1	0	4	0	0	0	100	0	0	0	0	0	0	0	1	
20008	4	1	0	0	1	1	1	0	4	0	0	0	100	0	0	0	0	0	0	0	1	
20009	4	1	0	0	1	1	1	0	4	0	0	0	100	0	0	0	0	0	0	0	1	
20010	4	1	0	0	1	1	1	0	4	0	0	0	100	0	0	0	0	0	0	0	1	
20011	4	1	0	0	1	1	1	0	4	0	0	0	100	0	0	0	0	0	0	0	1	
20012	4	1	0	0	1	1	1	0	4	0	0	0	100	0	0	0	0	0	0	0	1	
20013	4	1	0	0	1	1	1	0	4	0	0	0	100	0	0	0	0	0	0	0	1	
20014	4	1	0	0	1	1	1	0	4	0	0	0	100	0	0	0	0	0	0	0	1	
20015	4	1	0	0	1	1	1	0	4	0	0	0	100	0	0	0	0	0	0	0	1	
20016	4	1	0	0	1	1	1	0	4	0	0	0	100	0	0	0	0	0	0	0	1	
20017	4	1	0	0	1	1	1	0	4	0	0	0	100	0	0	0	0	0	0	0	1	
20018	4	1	0	0	1	1	1	0	4	0	0	0	100	0	0	0	0	0	0	0	1	
20019	4	1	0	0	1	1	1	0	4	0	0	0	100	0	0	0	0	0	0	0	1	
20020	4	1	0	0	1	1	1	0	4	0	0	0	100	0	0	0	0	0	0	0	1	
20021	4	1	0	0	1	1	1	0	4	0	0	0	100	0	0	0	0	0	0	0	1	
20022	4	1	0	0	1	1	1	0	4	0	0	0	100	0	0	0	0	0	0	0	1	
20023	4	1	0	0	1	1	1	0	4	0	0	0	100	0	0	0	0	0	0	0	1	
20024	4	1	0	0	1	1	1	0	4	0	0	0	100	0	0	0	0	0	0	0	1	
20025	4	1	0	0	1	1	1	0	4	0	0	0	100	0	0	0	0	0	0	0	1	
20026	4	1	0	0	1	1	1	0	4	0	0	0	100	0	0	0	0	0	0	0	1	
20027	4	1	0	0	1	1	1	0	4	0	0	0	100	0	0	0	0	0	0	0	1	
20028	4	1	0	0	1	1	1	0	4	0	0	0	100	0	0	0	0	0	0	0	1	
20029	4	1	0	0	1	1	1	0	4	0	0	0	100	0	0	0	0	0	0	0	1	
20030	4	1	0	0	1	1	1	0	4	0	0	0	100	0	0	0	0	0	0	0	1	
20031	4	1	0	0	1	1	1	0	4	0	0	0	100	0	0	0	0	0	0	0	1	
20032	4	1	0	0	1	1	1	0	4	0	0	0	100	0	0	0	0	0	0	0	1	
20033	4	1	0	0	1	1	1	0	4	0	0	0	100	0	0	0	0	0	0	0	1	
20034	4	1	0	0	1	1	1	0	4	0	0	0	100	0	0	0	0	0	0	0	1	
20035	4	1	0	0	1	1	1	0	4	0	0	0	100	0	0	0	0	0	0	0	1	
